model_id,condition_id,subject,perturbation_type,subject_accuracy,n,matched_n_x,macro_accuracy,matched_n_y,accuracy_delta,original_macro_accuracy,perturbed_macro_accuracy,condition_flip_rate,condition_mean_spearman
gpt-4o-mini,instruction_style:minimal,miscellaneous,instruction_style,1.0,4,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,moral_disputes,instruction_style,1.0,2,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,moral_scenarios,instruction_style,0.0,1,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,nutrition,instruction_style,1.0,1,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,philosophy,instruction_style,1.0,3,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,prehistory,instruction_style,0.6666666666666666,3,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,professional_law,instruction_style,0.0,1,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,professional_psychology,instruction_style,1.0,3,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,public_relations,instruction_style,1.0,3,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,security_studies,instruction_style,1.0,2,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,sociology,instruction_style,0.75,4,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,us_foreign_policy,instruction_style,0.5,4,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,virology,instruction_style,0.5,2,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,instruction_style:minimal,world_religions,instruction_style,0.75,4,104,0.8173076923076923,104,-0.05769230769230771,0.7596153846153846,0.8173076923076923,0.10256410256410256,1.0
gpt-4o-mini,original,anatomy,original,1.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,astronomy,original,1.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,business_ethics,original,1.0,4,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,clinical_knowledge,original,1.0,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,college_mathematics,original,0.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,computer_security,original,1.0,5,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,conceptual_physics,original,0.75,4,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,electrical_engineering,original,1.0,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,elementary_mathematics,original,1.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,global_facts,original,0.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_biology,original,1.0,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_chemistry,original,0.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_computer_science,original,0.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_european_history,original,1.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_geography,original,1.0,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_government_and_politics,original,0.75,4,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_macroeconomics,original,0.5,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_mathematics,original,1.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_microeconomics,original,1.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_psychology,original,0.5,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,high_school_statistics,original,0.3333333333333333,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,human_aging,original,1.0,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,human_sexuality,original,0.75,4,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,international_law,original,1.0,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,jurisprudence,original,0.3333333333333333,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,logical_fallacies,original,0.75,4,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,management,original,0.6666666666666666,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,marketing,original,1.0,5,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,miscellaneous,original,1.0,4,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,moral_disputes,original,0.5,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,moral_scenarios,original,0.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,nutrition,original,1.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,philosophy,original,0.6666666666666666,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,prehistory,original,0.3333333333333333,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,professional_law,original,0.0,1,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,professional_psychology,original,1.0,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,public_relations,original,1.0,3,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,security_studies,original,1.0,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,sociology,original,0.75,4,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,us_foreign_policy,original,0.75,4,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,virology,original,0.5,2,104,0.7663551401869159,107,,,,,
gpt-4o-mini,original,world_religions,original,0.75,4,104,0.7663551401869159,107,,,,,
llama-3-8b,instruction_style:minimal,anatomy,instruction_style,1.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,astronomy,instruction_style,0.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,business_ethics,instruction_style,1.0,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,clinical_knowledge,instruction_style,1.0,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,college_mathematics,instruction_style,0.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,computer_security,instruction_style,0.8,5,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,conceptual_physics,instruction_style,0.5,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,electrical_engineering,instruction_style,0.5,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,elementary_mathematics,instruction_style,1.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,global_facts,instruction_style,0.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_biology,instruction_style,0.0,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_chemistry,instruction_style,0.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_computer_science,instruction_style,1.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_european_history,instruction_style,1.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_geography,instruction_style,1.0,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_government_and_politics,instruction_style,1.0,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_macroeconomics,instruction_style,0.5,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_mathematics,instruction_style,1.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_microeconomics,instruction_style,1.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_psychology,instruction_style,0.5,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,high_school_statistics,instruction_style,0.6666666666666666,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,human_aging,instruction_style,0.6666666666666666,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,human_sexuality,instruction_style,0.5,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,international_law,instruction_style,1.0,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,jurisprudence,instruction_style,1.0,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,logical_fallacies,instruction_style,0.5,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,management,instruction_style,0.6666666666666666,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,marketing,instruction_style,0.8,5,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,miscellaneous,instruction_style,0.5,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,moral_disputes,instruction_style,0.5,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,moral_scenarios,instruction_style,0.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,nutrition,instruction_style,1.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,philosophy,instruction_style,0.6666666666666666,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,prehistory,instruction_style,1.0,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,professional_law,instruction_style,1.0,1,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,professional_psychology,instruction_style,1.0,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,public_relations,instruction_style,0.6666666666666666,3,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,security_studies,instruction_style,1.0,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,sociology,instruction_style,0.5,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,us_foreign_policy,instruction_style,0.75,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,virology,instruction_style,0.0,2,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,instruction_style:minimal,world_religions,instruction_style,0.5,4,104,0.6826923076923077,104,-0.04807692307692313,0.6346153846153846,0.6826923076923077,0.10256410256410256,1.0
llama-3-8b,original,anatomy,original,1.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,astronomy,original,0.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,business_ethics,original,1.0,4,104,0.6448598130841121,107,,,,,
llama-3-8b,original,clinical_knowledge,original,1.0,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,college_mathematics,original,0.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,computer_security,original,0.8,5,104,0.6448598130841121,107,,,,,
llama-3-8b,original,conceptual_physics,original,0.5,4,104,0.6448598130841121,107,,,,,
llama-3-8b,original,electrical_engineering,original,0.5,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,elementary_mathematics,original,1.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,global_facts,original,0.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_biology,original,0.5,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_chemistry,original,0.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_computer_science,original,1.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_european_history,original,1.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_geography,original,1.0,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_government_and_politics,original,1.0,4,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_macroeconomics,original,0.5,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_mathematics,original,1.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_microeconomics,original,1.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_psychology,original,0.5,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,high_school_statistics,original,0.3333333333333333,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,human_aging,original,0.6666666666666666,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,human_sexuality,original,0.25,4,104,0.6448598130841121,107,,,,,
llama-3-8b,original,international_law,original,1.0,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,jurisprudence,original,0.6666666666666666,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,logical_fallacies,original,0.5,4,104,0.6448598130841121,107,,,,,
llama-3-8b,original,management,original,0.6666666666666666,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,marketing,original,0.8,5,104,0.6448598130841121,107,,,,,
llama-3-8b,original,miscellaneous,original,0.25,4,104,0.6448598130841121,107,,,,,
llama-3-8b,original,moral_disputes,original,0.5,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,moral_scenarios,original,0.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,nutrition,original,1.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,philosophy,original,0.3333333333333333,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,prehistory,original,1.0,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,professional_law,original,1.0,1,104,0.6448598130841121,107,,,,,
llama-3-8b,original,professional_psychology,original,0.6666666666666666,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,public_relations,original,0.6666666666666666,3,104,0.6448598130841121,107,,,,,
llama-3-8b,original,security_studies,original,1.0,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,sociology,original,0.5,4,104,0.6448598130841121,107,,,,,
llama-3-8b,original,us_foreign_policy,original,0.75,4,104,0.6448598130841121,107,,,,,
llama-3-8b,original,virology,original,0.5,2,104,0.6448598130841121,107,,,,,
llama-3-8b,original,world_religions,original,0.25,4,104,0.6448598130841121,107,,,,,
claude-haiku-4-5,instruction_style:none,astronomy,instruction_style,1.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,business_ethics,instruction_style,1.0,4,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,clinical_knowledge,instruction_style,1.0,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,college_mathematics,instruction_style,0.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,computer_security,instruction_style,0.8,5,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,conceptual_physics,instruction_style,0.75,4,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,electrical_engineering,instruction_style,1.0,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,elementary_mathematics,instruction_style,1.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,global_facts,instruction_style,0.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_biology,instruction_style,0.5,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_chemistry,instruction_style,1.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_european_history,instruction_style,1.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_geography,instruction_style,0.6666666666666666,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_government_and_politics,instruction_style,1.0,4,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_macroeconomics,instruction_style,0.5,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_mathematics,instruction_style,1.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_microeconomics,instruction_style,0.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_psychology,instruction_style,1.0,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,high_school_statistics,instruction_style,0.6666666666666666,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,human_aging,instruction_style,1.0,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,human_sexuality,instruction_style,0.75,4,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,international_law,instruction_style,1.0,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,jurisprudence,instruction_style,1.0,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,logical_fallacies,instruction_style,0.5,4,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,management,instruction_style,0.3333333333333333,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,marketing,instruction_style,1.0,5,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,miscellaneous,instruction_style,0.75,4,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,moral_disputes,instruction_style,1.0,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,moral_scenarios,instruction_style,0.0,1,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,nutrition,instruction_style,0.5,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,philosophy,instruction_style,1.0,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,prehistory,instruction_style,0.6666666666666666,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,professional_law,instruction_style,0.0,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,professional_psychology,instruction_style,1.0,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,public_relations,instruction_style,0.6666666666666666,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,security_studies,instruction_style,1.0,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,sociology,instruction_style,1.0,4,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,us_foreign_policy,instruction_style,0.6666666666666666,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,virology,instruction_style,0.5,2,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,instruction_style:none,world_religions,instruction_style,1.0,3,103,0.7766990291262136,103,0.0,0.7766990291262136,0.7766990291262136,0.003236245954692557,1.0
claude-haiku-4-5,original,astronomy,original,1.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,business_ethics,original,1.0,4,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,clinical_knowledge,original,1.0,2,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,college_mathematics,original,0.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,computer_security,original,0.8,5,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,conceptual_physics,original,0.75,4,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,electrical_engineering,original,1.0,3,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,elementary_mathematics,original,1.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,global_facts,original,0.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_biology,original,0.5,2,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_chemistry,original,1.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_european_history,original,1.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_geography,original,0.6666666666666666,3,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_government_and_politics,original,1.0,4,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_macroeconomics,original,0.5,2,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_mathematics,original,1.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_microeconomics,original,0.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_psychology,original,1.0,2,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,high_school_statistics,original,0.6666666666666666,3,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,human_aging,original,1.0,3,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,human_sexuality,original,0.75,4,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,international_law,original,1.0,2,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,jurisprudence,original,1.0,3,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,logical_fallacies,original,0.5,4,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,management,original,0.3333333333333333,3,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,marketing,original,1.0,5,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,miscellaneous,original,0.75,4,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,moral_disputes,original,1.0,2,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,moral_scenarios,original,0.0,1,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,nutrition,original,0.5,2,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,philosophy,original,1.0,3,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,prehistory,original,0.6666666666666666,3,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,professional_law,original,0.0,2,103,0.7850467289719626,107,,,,,
claude-haiku-4-5,original,professional_psychology,original,1.0,3,103,0.7850467289719626,107,,,,,
